customer_id,event_date,channel,campaign,device,event_type,revenue
2325,2025-06-16,Facebook,Summer Sale,Mobile,product_view,0.0
9254,2026-03-21,Facebook,Summer Sale,Mobile,page_view,0.0
4716,2025-09-29,Organic,Summer Sale,Mobile,product_view,0.0
5968,2026-02-04,Email,Black Friday,Desktop,page_view,0.0
1734,2026-04-20,Email,Summer Sale,Mobile,page_view,0.0
8217,2026-04-01,Direct,Retargeting,Mobile,add_to_cart,0.0
7317,2025-06-01,Direct,Black Friday,Tablet,page_view,0.0
5142,2025-10-30,Facebook,New Customers,Tablet,page_view,0.0
2695,2026-01-20,Direct,Black Friday,Mobile,add_to_cart,0.0
2014,2026-02-23,Organic,Black Friday,Tablet,page_view,0.0
7917,2025-12-30,Organic,Summer Sale,Tablet,page_view,0.0
8409,2025-11-22,Organic,New Customers,Desktop,add_to_cart,0.0
6740,2025-09-06,Google Ads,Retargeting,Mobile,add_to_cart,0.0
4856,2025-05-29,Direct,Retargeting,Tablet,page_view,0.0
6714,2025-12-24,Google Ads,Brand Awareness,Tablet,page_view,0.0
9427,2025-09-13,Google Ads,Brand Awareness,Tablet,product_view,0.0
1610,2025-11-21,Facebook,Brand Awareness,Mobile,page_view,0.0
3393,2025-12-12,Direct,Brand Awareness,Desktop,add_to_cart,0.0
5283,2025-07-05,Email,Black Friday,Tablet,page_view,0.0
8454,2025-03-10,Direct,Brand Awareness,Mobile,product_view,0.0
5800,2025-08-18,Direct,Black Friday,Tablet,add_to_cart,0.0
9599,2025-03-24,Organic,Retargeting,Desktop,page_view,0.0
6600,2026-01-26,Google Ads,Brand Awareness,Mobile,page_view,0.0
3612,2025-01-15,Facebook,Brand Awareness,Mobile,add_to_cart,0.0
1380,2025-11-01,Direct,Summer Sale,Desktop,add_to_cart,0.0
3839,2025-09-02,Direct,Summer Sale,Tablet,add_to_cart,0.0
9328,2025-01-02,Organic,Brand Awareness,Desktop,product_view,0.0
1283,2025-08-25,Google Ads,Black Friday,Mobile,product_view,0.0
5222,2026-01-07,Direct,Retargeting,Desktop,page_view,0.0
9393,2026-04-02,Facebook,Retargeting,Desktop,page_view,0.0
1509,2026-02-05,Direct,Brand Awareness,Tablet,add_to_cart,0.0
6910,2025-06-07,Email,Black Friday,Tablet,page_view,0.0
9214,2025-05-22,Facebook,New Customers,Mobile,page_view,0.0
3515,2025-04-07,Organic,Brand Awareness,Tablet,page_view,0.0
8160,2025-03-05,Facebook,Retargeting,Mobile,product_view,0.0
9219,2025-06-24,Direct,Brand Awareness,Tablet,product_view,0.0
2079,2026-01-01,Google Ads,Summer Sale,Desktop,product_view,0.0
4656,2026-01-19,Direct,Summer Sale,Tablet,page_view,0.0
7256,2025-09-14,Facebook,Brand Awareness,Desktop,page_view,0.0
8607,2025-09-02,Direct,Summer Sale,Desktop,add_to_cart,0.0
2420,2025-04-27,Email,Retargeting,Desktop,add_to_cart,0.0
2083,2025-10-23,Organic,Brand Awareness,Mobile,add_to_cart,0.0
5519,2025-04-08,Email,New Customers,Mobile,product_view,0.0
7079,2025-08-28,Facebook,Brand Awareness,Desktop,page_view,0.0
7082,2025-05-25,Facebook,New Customers,Desktop,page_view,0.0
3452,2026-05-05,Email,Retargeting,Tablet,product_view,0.0
5369,2025-12-21,Email,Retargeting,Desktop,product_view,0.0
3064,2025-11-29,Google Ads,Summer Sale,Mobile,page_view,0.0
7866,2025-11-12,Organic,Brand Awareness,Desktop,page_view,0.0
8229,2025-03-11,Google Ads,Retargeting,Tablet,product_view,0.0
8063,2026-03-22,Facebook,New Customers,Mobile,add_to_cart,0.0
9886,2025-08-02,Email,Brand Awareness,Tablet,product_view,0.0
7846,2025-05-28,Organic,Brand Awareness,Tablet,product_view,0.0
1318,2026-01-20,Direct,Brand Awareness,Desktop,page_view,0.0
1002,2025-03-11,Email,Retargeting,Desktop,page_view,0.0
1318,2026-03-14,Google Ads,New Customers,Desktop,page_view,0.0
7683,2026-04-22,Email,Brand Awareness,Tablet,page_view,0.0
3028,2025-05-21,Organic,Black Friday,Desktop,product_view,0.0
6105,2025-07-23,Direct,Black Friday,Desktop,add_to_cart,0.0
1253,2026-04-30,Facebook,Brand Awareness,Tablet,product_view,0.0
3324,2025-12-06,Organic,New Customers,Desktop,add_to_cart,0.0
4587,2025-01-20,Facebook,Brand Awareness,Mobile,add_to_cart,0.0
6070,2025-06-30,Email,Retargeting,Desktop,page_view,0.0
2848,2025-12-31,Google Ads,Summer Sale,Desktop,add_to_cart,0.0
6975,2025-09-29,Organic,Summer Sale,Desktop,product_view,0.0
9018,2025-08-30,Direct,Retargeting,Tablet,purchase,44.29
4679,2025-12-19,Facebook,Black Friday,Desktop,page_view,0.0
1637,2025-07-09,Direct,Retargeting,Desktop,product_view,0.0
2063,2025-01-12,Facebook,Brand Awareness,Mobile,add_to_cart,0.0
9557,2025-01-14,Google Ads,Retargeting,Tablet,page_view,0.0
6848,2025-12-14,Facebook,New Customers,Desktop,page_view,0.0
6141,2025-05-23,Email,Brand Awareness,Mobile,add_to_cart,0.0
7372,2026-02-08,Direct,Black Friday,Desktop,add_to_cart,0.0
4055,2025-06-17,Organic,Summer Sale,Desktop,purchase,413.42
8152,2025-11-11,Email,Retargeting,Tablet,product_view,0.0
6433,2025-10-12,Email,Retargeting,Desktop,page_view,0.0
5651,2026-05-08,Email,Summer Sale,Tablet,product_view,0.0
2781,2025-09-24,Direct,New Customers,Mobile,add_to_cart,0.0
3282,2025-06-17,Direct,New Customers,Desktop,page_view,0.0
3997,2025-06-24,Organic,Black Friday,Desktop,page_view,0.0
8351,2025-03-31,Facebook,Black Friday,Tablet,page_view,0.0
1435,2025-11-26,Direct,Black Friday,Tablet,product_view,0.0
9485,2025-06-15,Facebook,Black Friday,Mobile,page_view,0.0
8770,2025-01-11,Direct,Summer Sale,Desktop,page_view,0.0
2152,2026-03-28,Google Ads,Black Friday,Desktop,add_to_cart,0.0
4950,2026-04-16,Facebook,Brand Awareness,Desktop,page_view,0.0
1435,2025-03-03,Organic,Summer Sale,Desktop,page_view,0.0
1075,2025-10-20,Organic,Summer Sale,Mobile,add_to_cart,0.0
8444,2025-06-09,Organic,Brand Awareness,Tablet,product_view,0.0
1378,2026-03-26,Email,Brand Awareness,Mobile,add_to_cart,0.0
4905,2025-02-15,Email,Brand Awareness,Desktop,page_view,0.0
7952,2025-02-10,Google Ads,Black Friday,Tablet,page_view,0.0
3195,2025-01-13,Google Ads,Summer Sale,Mobile,add_to_cart,0.0
7993,2025-12-23,Email,Retargeting,Mobile,product_view,0.0
8822,2025-04-03,Facebook,Brand Awareness,Desktop,product_view,0.0
3979,2025-10-29,Email,New Customers,Tablet,add_to_cart,0.0
5031,2025-08-03,Organic,Black Friday,Desktop,purchase,168.64
1855,2025-04-04,Google Ads,Black Friday,Desktop,add_to_cart,0.0
2795,2026-04-14,Direct,Brand Awareness,Desktop,purchase,73.98
1537,2026-05-02,Email,Summer Sale,Desktop,purchase,47.34
8205,2025-07-28,Direct,Brand Awareness,Tablet,page_view,0.0
8444,2026-05-11,Facebook,Brand Awareness,Desktop,product_view,0.0
4882,2025-05-08,Organic,Brand Awareness,Tablet,page_view,0.0
1472,2025-11-23,Google Ads,Summer Sale,Tablet,add_to_cart,0.0
9572,2025-11-10,Email,Summer Sale,Mobile,add_to_cart,0.0
8956,2026-02-06,Email,New Customers,Desktop,product_view,0.0
4305,2025-01-02,Facebook,Brand Awareness,Desktop,product_view,0.0
4708,2025-10-01,Facebook,New Customers,Desktop,add_to_cart,0.0
2708,2025-07-08,Direct,Black Friday,Mobile,page_view,0.0
6251,2025-08-25,Facebook,Black Friday,Tablet,page_view,0.0
9671,2026-03-30,Organic,Retargeting,Tablet,page_view,0.0
9205,2026-04-14,Organic,Retargeting,Desktop,product_view,0.0
2985,2026-03-01,Google Ads,Retargeting,Mobile,purchase,374.49
1221,2025-05-22,Google Ads,Black Friday,Tablet,page_view,0.0
7527,2025-08-29,Google Ads,Brand Awareness,Desktop,product_view,0.0
7540,2025-05-09,Google Ads,Brand Awareness,Tablet,product_view,0.0
1568,2025-10-29,Google Ads,Brand Awareness,Mobile,page_view,0.0
3415,2025-03-03,Google Ads,Retargeting,Tablet,product_view,0.0
4832,2025-12-29,Direct,Retargeting,Mobile,purchase,330.88
2919,2026-02-19,Direct,Brand Awareness,Mobile,page_view,0.0
4905,2025-11-21,Direct,Brand Awareness,Mobile,add_to_cart,0.0
7677,2026-03-19,Direct,Summer Sale,Desktop,product_view,0.0
1960,2025-02-07,Email,Retargeting,Tablet,page_view,0.0
6177,2026-03-27,Google Ads,Black Friday,Mobile,page_view,0.0
3134,2025-02-02,Email,Brand Awareness,Desktop,add_to_cart,0.0
6146,2025-03-20,Organic,Brand Awareness,Desktop,add_to_cart,0.0
6455,2025-07-18,Direct,New Customers,Desktop,page_view,0.0
8193,2025-11-05,Organic,Black Friday,Tablet,product_view,0.0
8593,2025-01-19,Direct,Black Friday,Tablet,purchase,131.08
9639,2025-05-25,Email,Black Friday,Mobile,product_view,0.0
9263,2025-06-26,Google Ads,Brand Awareness,Desktop,page_view,0.0
8169,2026-03-10,Organic,New Customers,Mobile,product_view,0.0
2781,2025-06-20,Direct,New Customers,Tablet,page_view,0.0
1691,2025-06-24,Email,New Customers,Mobile,page_view,0.0
5642,2025-03-11,Direct,New Customers,Desktop,product_view,0.0
6990,2026-02-25,Facebook,Black Friday,Desktop,page_view,0.0
1256,2025-04-23,Google Ads,Black Friday,Tablet,add_to_cart,0.0
7434,2026-03-10,Email,New Customers,Tablet,purchase,193.58
5694,2025-11-06,Google Ads,Retargeting,Tablet,page_view,0.0
9413,2025-08-09,Email,Black Friday,Tablet,purchase,140.23
7555,2025-05-02,Direct,New Customers,Tablet,page_view,0.0
9223,2025-12-09,Organic,Black Friday,Tablet,product_view,0.0
9775,2026-02-25,Google Ads,Retargeting,Tablet,product_view,0.0
5240,2025-05-15,Organic,Black Friday,Desktop,purchase,238.6
8377,2025-07-05,Organic,Retargeting,Mobile,product_view,0.0
6691,2025-12-31,Google Ads,Brand Awareness,Desktop,page_view,0.0
1219,2025-10-01,Google Ads,New Customers,Tablet,page_view,0.0
7243,2026-01-25,Facebook,Summer Sale,Desktop,purchase,90.02
3467,2025-06-28,Facebook,New Customers,Tablet,purchase,297.74
9194,2025-12-29,Direct,New Customers,Tablet,page_view,0.0
6620,2026-04-04,Google Ads,Summer Sale,Mobile,product_view,0.0
5281,2025-04-14,Google Ads,Brand Awareness,Mobile,product_view,0.0
7212,2025-04-04,Organic,Black Friday,Tablet,page_view,0.0
1648,2026-03-15,Email,New Customers,Mobile,purchase,223.53
3366,2025-01-01,Google Ads,New Customers,Tablet,page_view,0.0
6939,2026-03-13,Organic,Brand Awareness,Mobile,page_view,0.0
7014,2025-08-08,Facebook,Summer Sale,Mobile,product_view,0.0
3245,2025-09-18,Organic,Retargeting,Desktop,page_view,0.0
9437,2026-03-13,Facebook,Retargeting,Mobile,product_view,0.0
4079,2025-02-17,Email,Retargeting,Mobile,product_view,0.0
4462,2025-01-08,Google Ads,Brand Awareness,Mobile,page_view,0.0
9344,2026-04-27,Email,Summer Sale,Tablet,product_view,0.0
8180,2025-05-05,Facebook,Black Friday,Tablet,purchase,400.28
2398,2026-01-12,Google Ads,Summer Sale,Desktop,product_view,0.0
6945,2025-08-11,Google Ads,New Customers,Tablet,page_view,0.0
8278,2025-07-17,Facebook,Retargeting,Desktop,add_to_cart,0.0
8858,2025-06-18,Organic,Retargeting,Mobile,product_view,0.0
4295,2026-05-04,Email,Retargeting,Mobile,page_view,0.0
6762,2025-08-21,Google Ads,Black Friday,Desktop,product_view,0.0
9320,2026-01-18,Google Ads,Summer Sale,Tablet,product_view,0.0
7647,2026-02-17,Organic,Retargeting,Mobile,add_to_cart,0.0
1195,2025-02-28,Facebook,Retargeting,Mobile,add_to_cart,0.0
4347,2025-03-09,Google Ads,Black Friday,Desktop,page_view,0.0
7494,2025-12-03,Facebook,Summer Sale,Desktop,page_view,0.0
2888,2025-04-14,Email,Retargeting,Desktop,product_view,0.0
6024,2025-05-15,Facebook,Summer Sale,Mobile,page_view,0.0
9759,2025-04-10,Facebook,Black Friday,Tablet,page_view,0.0
2433,2025-08-24,Direct,Brand Awareness,Mobile,add_to_cart,0.0
2689,2025-12-04,Direct,Brand Awareness,Tablet,page_view,0.0
1659,2025-05-05,Organic,New Customers,Mobile,page_view,0.0
9820,2025-06-21,Direct,Black Friday,Desktop,product_view,0.0
5254,2025-06-01,Facebook,Retargeting,Tablet,add_to_cart,0.0
7418,2025-06-09,Organic,New Customers,Desktop,page_view,0.0
6292,2025-06-21,Organic,Black Friday,Desktop,add_to_cart,0.0
8222,2025-12-21,Organic,Summer Sale,Tablet,page_view,0.0
1278,2026-03-30,Organic,New Customers,Tablet,product_view,0.0
3859,2025-07-07,Direct,Brand Awareness,Mobile,add_to_cart,0.0
2809,2025-12-25,Organic,Black Friday,Desktop,page_view,0.0
1817,2026-04-15,Email,New Customers,Tablet,product_view,0.0
5165,2025-03-18,Facebook,Brand Awareness,Mobile,product_view,0.0
6003,2026-04-22,Organic,Summer Sale,Mobile,product_view,0.0
6769,2026-01-19,Google Ads,New Customers,Tablet,page_view,0.0
4862,2025-01-29,Google Ads,Summer Sale,Mobile,product_view,0.0
8764,2025-02-18,Direct,Summer Sale,Tablet,product_view,0.0
2708,2025-09-11,Direct,Black Friday,Tablet,page_view,0.0
7329,2025-09-11,Email,Brand Awareness,Tablet,product_view,0.0
7902,2025-12-17,Email,Retargeting,Mobile,purchase,42.16
8571,2026-05-03,Direct,New Customers,Mobile,add_to_cart,0.0
9649,2025-08-03,Facebook,Retargeting,Tablet,page_view,0.0
9925,2025-02-08,Organic,New Customers,Tablet,page_view,0.0
4333,2025-10-08,Organic,New Customers,Desktop,product_view,0.0
4611,2026-01-15,Direct,Retargeting,Tablet,purchase,317.65
9377,2025-02-22,Email,Brand Awareness,Mobile,page_view,0.0
9598,2025-08-04,Facebook,Brand Awareness,Mobile,product_view,0.0
1791,2025-12-19,Organic,Brand Awareness,Tablet,add_to_cart,0.0
6159,2026-01-28,Google Ads,New Customers,Mobile,add_to_cart,0.0
5359,2025-06-26,Email,Retargeting,Tablet,product_view,0.0
3435,2025-06-01,Email,New Customers,Tablet,page_view,0.0
5941,2025-03-04,Email,Brand Awareness,Mobile,add_to_cart,0.0
7065,2025-08-06,Email,New Customers,Mobile,page_view,0.0
4589,2026-04-20,Facebook,Summer Sale,Desktop,page_view,0.0
6362,2025-10-10,Facebook,Retargeting,Desktop,product_view,0.0
1826,2025-05-14,Email,Black Friday,Mobile,product_view,0.0
1294,2026-03-03,Organic,Black Friday,Tablet,product_view,0.0
3537,2025-07-24,Email,Retargeting,Mobile,product_view,0.0
9152,2025-03-02,Google Ads,Summer Sale,Tablet,product_view,0.0
5744,2025-02-27,Organic,Retargeting,Mobile,add_to_cart,0.0
5459,2025-01-29,Email,Brand Awareness,Tablet,product_view,0.0
1840,2026-03-06,Facebook,Retargeting,Desktop,page_view,0.0
7790,2025-04-23,Google Ads,Brand Awareness,Desktop,purchase,425.37
1949,2025-11-14,Google Ads,New Customers,Mobile,product_view,0.0
8339,2025-03-09,Organic,Summer Sale,Tablet,page_view,0.0
9636,2025-05-26,Direct,Summer Sale,Mobile,product_view,0.0
3809,2025-01-23,Email,Retargeting,Desktop,page_view,0.0
8325,2026-04-15,Email,Black Friday,Tablet,page_view,0.0
7721,2025-01-18,Google Ads,New Customers,Tablet,add_to_cart,0.0
5439,2025-04-14,Facebook,Black Friday,Mobile,page_view,0.0
9047,2025-09-24,Direct,Brand Awareness,Tablet,add_to_cart,0.0
3815,2026-05-03,Direct,Retargeting,Tablet,page_view,0.0
4078,2025-07-24,Google Ads,Brand Awareness,Mobile,add_to_cart,0.0
3150,2026-03-18,Google Ads,Black Friday,Desktop,product_view,0.0
2025,2025-06-25,Organic,Summer Sale,Mobile,page_view,0.0
2821,2025-10-20,Organic,Retargeting,Mobile,page_view,0.0
5358,2026-01-31,Google Ads,Retargeting,Tablet,product_view,0.0
4533,2025-02-11,Direct,Brand Awareness,Tablet,purchase,181.23
5880,2025-02-07,Google Ads,New Customers,Desktop,add_to_cart,0.0
1955,2025-02-05,Email,Brand Awareness,Desktop,page_view,0.0
3342,2025-02-01,Google Ads,Black Friday,Mobile,page_view,0.0
5739,2025-05-11,Email,Retargeting,Tablet,page_view,0.0
6039,2026-02-22,Direct,Black Friday,Mobile,page_view,0.0
4847,2026-03-22,Direct,Summer Sale,Desktop,product_view,0.0
8992,2026-03-24,Google Ads,Retargeting,Tablet,page_view,0.0
3546,2026-04-06,Facebook,Summer Sale,Desktop,purchase,222.74
5648,2025-10-15,Google Ads,Black Friday,Desktop,page_view,0.0
2113,2025-08-22,Direct,Summer Sale,Tablet,page_view,0.0
8335,2025-01-13,Direct,Brand Awareness,Tablet,product_view,0.0
2759,2025-07-12,Facebook,Summer Sale,Mobile,product_view,0.0
2915,2025-09-07,Facebook,Summer Sale,Mobile,product_view,0.0
4907,2026-01-08,Email,New Customers,Desktop,product_view,0.0
9205,2025-06-23,Organic,Black Friday,Tablet,product_view,0.0
8619,2025-08-18,Google Ads,Brand Awareness,Desktop,page_view,0.0
3315,2025-10-28,Organic,Retargeting,Tablet,purchase,427.39
2539,2026-04-14,Direct,New Customers,Tablet,product_view,0.0
2828,2025-05-01,Email,Brand Awareness,Mobile,page_view,0.0
1412,2025-06-28,Google Ads,Brand Awareness,Tablet,purchase,88.66
2924,2025-08-18,Organic,Retargeting,Tablet,page_view,0.0
6433,2025-06-23,Organic,Summer Sale,Mobile,product_view,0.0
7896,2025-05-23,Direct,Summer Sale,Desktop,page_view,0.0
4929,2026-01-08,Google Ads,Retargeting,Desktop,purchase,154.69
7023,2026-03-26,Google Ads,Black Friday,Mobile,product_view,0.0
2226,2025-07-02,Direct,Retargeting,Mobile,add_to_cart,0.0
2511,2025-08-20,Google Ads,Black Friday,Mobile,page_view,0.0
6353,2026-04-06,Google Ads,Summer Sale,Mobile,page_view,0.0
3309,2025-09-16,Google Ads,Summer Sale,Desktop,purchase,265.83
9738,2025-02-22,Facebook,Black Friday,Mobile,product_view,0.0
8125,2025-01-28,Facebook,Retargeting,Tablet,add_to_cart,0.0
1564,2026-03-02,Facebook,New Customers,Tablet,add_to_cart,0.0
1898,2025-02-06,Facebook,New Customers,Desktop,product_view,0.0
5505,2025-02-20,Google Ads,Black Friday,Tablet,purchase,448.38
5241,2026-01-16,Facebook,New Customers,Mobile,product_view,0.0
6375,2025-11-27,Email,Black Friday,Mobile,page_view,0.0
4930,2025-09-20,Email,Black Friday,Tablet,page_view,0.0
8685,2025-10-21,Email,Brand Awareness,Mobile,product_view,0.0
2019,2026-03-29,Facebook,Retargeting,Mobile,page_view,0.0
1691,2026-01-21,Email,Black Friday,Desktop,product_view,0.0
9576,2025-09-04,Google Ads,Brand Awareness,Tablet,page_view,0.0
2590,2025-12-28,Google Ads,Brand Awareness,Desktop,page_view,0.0
4761,2025-03-07,Google Ads,Summer Sale,Tablet,product_view,0.0
3427,2025-04-20,Organic,New Customers,Desktop,page_view,0.0
5481,2025-07-19,Email,Brand Awareness,Desktop,purchase,116.68
3037,2026-03-10,Facebook,New Customers,Mobile,product_view,0.0
4095,2026-02-10,Email,Summer Sale,Mobile,add_to_cart,0.0
7076,2025-06-29,Google Ads,Summer Sale,Tablet,page_view,0.0
3456,2026-01-28,Direct,Brand Awareness,Tablet,page_view,0.0
5059,2025-07-07,Email,Retargeting,Tablet,page_view,0.0
8767,2026-04-19,Organic,Black Friday,Desktop,page_view,0.0
2925,2025-10-09,Facebook,Summer Sale,Desktop,page_view,0.0
6179,2025-01-04,Direct,Brand Awareness,Tablet,product_view,0.0
3136,2026-03-25,Email,Brand Awareness,Desktop,product_view,0.0
5564,2025-10-04,Direct,Retargeting,Mobile,page_view,0.0
9025,2025-04-29,Facebook,Black Friday,Desktop,add_to_cart,0.0
5399,2025-12-16,Facebook,Summer Sale,Tablet,page_view,0.0
5758,2025-03-13,Direct,Summer Sale,Tablet,product_view,0.0
9095,2025-08-24,Google Ads,Retargeting,Tablet,page_view,0.0
8862,2025-10-09,Google Ads,Brand Awareness,Desktop,add_to_cart,0.0
2325,2025-08-30,Google Ads,New Customers,Desktop,add_to_cart,0.0
1386,2025-05-05,Direct,New Customers,Tablet,page_view,0.0
9932,2025-05-02,Email,Summer Sale,Mobile,add_to_cart,0.0
4525,2025-02-27,Google Ads,Black Friday,Mobile,add_to_cart,0.0
1173,2025-07-13,Organic,Black Friday,Desktop,purchase,260.37
2169,2025-05-16,Google Ads,Black Friday,Tablet,purchase,273.68
5998,2025-08-14,Organic,Brand Awareness,Tablet,purchase,328.21
1554,2025-06-09,Direct,Summer Sale,Desktop,product_view,0.0
1804,2025-01-08,Google Ads,New Customers,Desktop,product_view,0.0
1718,2025-06-07,Organic,Black Friday,Tablet,page_view,0.0
4732,2026-04-07,Direct,New Customers,Desktop,page_view,0.0
2462,2025-08-08,Facebook,Summer Sale,Desktop,purchase,40.46
5775,2026-02-04,Facebook,Summer Sale,Tablet,product_view,0.0
9647,2025-06-09,Direct,Retargeting,Mobile,page_view,0.0
2368,2026-05-05,Google Ads,Retargeting,Tablet,page_view,0.0
2723,2025-11-11,Direct,Retargeting,Desktop,product_view,0.0
2882,2025-06-28,Facebook,Summer Sale,Tablet,product_view,0.0
8356,2025-03-12,Organic,Black Friday,Tablet,page_view,0.0
5337,2025-06-23,Google Ads,New Customers,Desktop,product_view,0.0
6758,2025-01-10,Google Ads,Summer Sale,Mobile,page_view,0.0
9277,2025-05-15,Direct,Brand Awareness,Tablet,page_view,0.0
4807,2025-12-17,Google Ads,Summer Sale,Tablet,add_to_cart,0.0
4815,2025-03-27,Email,New Customers,Mobile,add_to_cart,0.0
6525,2025-04-12,Organic,Summer Sale,Desktop,page_view,0.0
1706,2025-06-30,Email,Brand Awareness,Tablet,product_view,0.0
8219,2025-07-22,Facebook,Black Friday,Tablet,page_view,0.0
3474,2025-09-13,Direct,Retargeting,Tablet,product_view,0.0
4087,2025-12-10,Email,Retargeting,Mobile,page_view,0.0
5828,2025-12-31,Organic,Retargeting,Tablet,add_to_cart,0.0
9950,2025-08-05,Google Ads,New Customers,Mobile,purchase,396.02
3072,2025-10-10,Direct,Retargeting,Tablet,page_view,0.0
6153,2026-03-13,Google Ads,Summer Sale,Tablet,product_view,0.0
8985,2026-03-18,Google Ads,Brand Awareness,Tablet,page_view,0.0
9826,2025-06-02,Email,Brand Awareness,Mobile,product_view,0.0
7517,2025-02-06,Google Ads,Brand Awareness,Desktop,page_view,0.0
1293,2025-10-23,Google Ads,Retargeting,Desktop,product_view,0.0
5140,2025-11-20,Direct,Summer Sale,Tablet,page_view,0.0
2304,2025-07-08,Organic,Retargeting,Mobile,purchase,360.59
4832,2026-01-27,Facebook,Black Friday,Mobile,page_view,0.0
4255,2025-07-20,Direct,Retargeting,Desktop,add_to_cart,0.0
3674,2025-09-05,Direct,Brand Awareness,Mobile,product_view,0.0
5285,2025-05-07,Direct,Retargeting,Mobile,product_view,0.0
5045,2025-03-23,Google Ads,Retargeting,Tablet,page_view,0.0
8658,2025-12-19,Direct,Summer Sale,Tablet,add_to_cart,0.0
9087,2025-09-05,Organic,Black Friday,Mobile,product_view,0.0
4513,2025-05-13,Email,New Customers,Tablet,product_view,0.0
8738,2025-01-20,Direct,Retargeting,Tablet,add_to_cart,0.0
8982,2025-10-03,Organic,Black Friday,Desktop,product_view,0.0
4075,2026-02-12,Email,Retargeting,Desktop,page_view,0.0
2914,2026-04-20,Email,Black Friday,Tablet,page_view,0.0
3934,2026-03-26,Google Ads,New Customers,Mobile,add_to_cart,0.0
7603,2025-12-23,Email,Brand Awareness,Tablet,product_view,0.0
2353,2025-11-19,Email,Summer Sale,Tablet,add_to_cart,0.0
5180,2025-12-07,Organic,Brand Awareness,Mobile,page_view,0.0
9655,2025-03-13,Google Ads,Summer Sale,Mobile,product_view,0.0
3591,2025-06-04,Email,Brand Awareness,Mobile,add_to_cart,0.0
3707,2025-12-13,Email,Brand Awareness,Mobile,add_to_cart,0.0
5532,2025-04-15,Google Ads,New Customers,Desktop,page_view,0.0
5891,2025-10-25,Email,Retargeting,Mobile,product_view,0.0
5463,2025-04-08,Facebook,Retargeting,Desktop,page_view,0.0
4874,2025-02-14,Direct,Retargeting,Desktop,page_view,0.0
7713,2025-08-26,Direct,Brand Awareness,Tablet,page_view,0.0
8750,2025-09-19,Organic,Summer Sale,Desktop,purchase,355.73
7131,2025-08-01,Email,Black Friday,Desktop,product_view,0.0
3192,2025-05-05,Organic,Brand Awareness,Tablet,page_view,0.0
2252,2025-09-19,Facebook,Brand Awareness,Tablet,page_view,0.0
1940,2025-11-30,Facebook,Brand Awareness,Mobile,page_view,0.0
6356,2025-01-10,Email,Brand Awareness,Desktop,purchase,173.28
9589,2026-04-05,Facebook,New Customers,Mobile,page_view,0.0
4178,2025-09-10,Direct,Black Friday,Mobile,page_view,0.0
6210,2025-04-11,Direct,Retargeting,Mobile,page_view,0.0
7885,2026-03-08,Google Ads,Summer Sale,Tablet,page_view,0.0
9022,2025-04-07,Google Ads,New Customers,Mobile,add_to_cart,0.0
5896,2026-03-13,Direct,New Customers,Tablet,page_view,0.0
6712,2025-11-09,Google Ads,Summer Sale,Tablet,add_to_cart,0.0
7148,2025-12-06,Direct,Black Friday,Mobile,add_to_cart,0.0
4030,2026-02-06,Direct,Black Friday,Tablet,product_view,0.0
6615,2025-04-19,Email,Retargeting,Tablet,add_to_cart,0.0
3681,2025-12-13,Google Ads,Brand Awareness,Desktop,product_view,0.0
1514,2025-06-21,Organic,Brand Awareness,Desktop,add_to_cart,0.0
4631,2025-08-19,Facebook,Retargeting,Desktop,product_view,0.0
1103,2025-04-24,Direct,Black Friday,Tablet,product_view,0.0
8315,2026-03-26,Organic,Summer Sale,Desktop,product_view,0.0
9487,2025-12-18,Organic,Brand Awareness,Mobile,product_view,0.0
4698,2026-01-17,Facebook,Black Friday,Tablet,add_to_cart,0.0
9752,2026-01-19,Direct,Brand Awareness,Mobile,page_view,0.0
1087,2025-08-14,Google Ads,Black Friday,Tablet,add_to_cart,0.0
4725,2026-04-07,Organic,Brand Awareness,Desktop,product_view,0.0
8215,2025-02-26,Google Ads,Brand Awareness,Tablet,add_to_cart,0.0
8285,2025-07-01,Email,Retargeting,Desktop,purchase,214.76
5380,2026-04-16,Direct,Brand Awareness,Mobile,product_view,0.0
5140,2025-11-17,Direct,Black Friday,Desktop,product_view,0.0
2462,2025-01-04,Facebook,Summer Sale,Tablet,page_view,0.0
7672,2025-04-25,Email,Summer Sale,Mobile,product_view,0.0
7957,2025-06-12,Direct,Retargeting,Tablet,page_view,0.0
8239,2026-01-07,Facebook,New Customers,Desktop,page_view,0.0
9983,2026-01-30,Facebook,Retargeting,Desktop,page_view,0.0
5960,2025-07-06,Organic,Brand Awareness,Tablet,add_to_cart,0.0
7860,2025-01-29,Google Ads,Black Friday,Tablet,purchase,453.04
1999,2026-03-08,Direct,Brand Awareness,Desktop,page_view,0.0
1741,2025-04-24,Google Ads,Summer Sale,Tablet,product_view,0.0
9432,2026-03-18,Facebook,Brand Awareness,Mobile,purchase,424.52
9770,2025-02-25,Organic,Black Friday,Tablet,page_view,0.0
5178,2026-03-21,Direct,Black Friday,Tablet,product_view,0.0
3190,2026-04-11,Email,New Customers,Tablet,add_to_cart,0.0
1895,2026-02-21,Facebook,New Customers,Desktop,product_view,0.0
1741,2025-01-10,Google Ads,Brand Awareness,Tablet,add_to_cart,0.0
9853,2026-01-16,Direct,Black Friday,Mobile,product_view,0.0
7446,2025-08-02,Email,Summer Sale,Tablet,page_view,0.0
